i,logB,maxloglikelihood,SNR_comb_signal,SNR_comb_median,SNR_comb_global,run_time,duration,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,width_median,fmin_median,fmax_median,duration_median
0,76.33865034443397,97.75567153106486,16.731017483460654,17.862468641230596,18.057823514189288,7:28:40.117568,50,0.04222660160353011,0.002487010816470507,0.0023456785269976577,0.042657282348267225,4.941675328567252,0.035724911727286646,0.08405391349053026,4.973701025449165,4.9999424386871345,0.0014176195279880233,0.0009355364440510883,4.999408775097583,1.0,50.0,300.0,50.0
1,72.30801358279894,92.62923912118897,16.743239648621845,17.662068870626975,17.712993045597795,7:46:04.781583,50,0.04178549542043614,0.002515730172209553,0.0024937513481282994,0.04188935603301038,4.904243941748064,0.06080788601307319,0.06855438342902964,4.922493867213719,5.0015809932035005,0.001660122419159471,0.0016183325560863437,5.001207196387724,1.0,50.0,300.0,50.0
2,73.64653483999466,94.7593308675768,16.783428857705022,17.7300995424729,17.89019173821421,7:45:33.609357,50,0.04177821463890197,0.0025527802866420965,0.0024801931427599483,0.042163243094365546,4.94602738553593,0.03997209753397524,4.915064954595979,4.978871977895693,4.999838496978029,0.0011300925113157945,0.0016479455152751399,5.000091450068992,1.0,50.0,300.0,50.0
3,51.242300874253836,71.99408472703433,16.754169671506897,16.06100718144663,16.422019425965043,7:54:24.629145,50,0.03793265328157903,0.0025277564152731483,0.0025253211592734665,0.03877862389205633,4.92092636860284,0.03491129829213335,0.04365954778808412,4.929193079983891,5.000768627416054,0.001331318018686467,0.0009717341812125468,5.000591495687533,1.0,50.0,300.0,50.0
4,63.375728108034245,84.61142221904764,16.69060736859549,17.027709849811643,17.599781613360992,7:47:14.533559,50,0.040392499633954214,0.0024462417480795445,0.002451822839945758,0.04173766661262361,4.939605668364335,0.047323428210915175,4.904611810407338,0.007565035086875473,5.001233909939888,0.0010752692550974885,0.001394542983844893,5.000935689978467,1.0,50.0,300.0,50.0
5,70.10608808988567,90.37177292609283,16.69660965963071,17.481463216972756,17.832235821457104,8:24:23.633496,50,0.04158249019755059,0.002438076399279669,0.00258868466181935,0.04238676929231956,4.865881099770305,0.05058728662462286,0.05278020190635413,4.890465137576628,5.0041968510701915,0.0011365177109459168,0.0012200463559350894,5.003468522151998,1.0,50.0,300.0,50.0
6,63.123735047532634,83.70198670260531,16.668827126333795,17.03682510377571,16.63629391966915,7:38:07.872198,50,0.040583185184729996,0.002528778916338216,0.0025074805792161398,0.03965571329316481,4.866084551364738,0.05988245621851096,0.052212554272733414,4.851262626372257,5.003677483105668,0.001465954096767419,0.0015421174884515665,5.004417894313148,1.0,50.0,300.0,50.0
7,70.23212546896862,91.1078952985693,16.75821065484239,17.48229954102427,17.22924094934179,8:00:20.790875,50,0.04133779967380728,0.0024452584880196165,0.002474186456029058,0.040756887856009755,4.920369794014283,0.04675213762196062,4.86363454336196,4.949662730696901,5.002052790847649,0.001383246514936154,0.001871989657020734,5.0025260870164505,1.0,50.0,300.0,50.0
8,33.33225756773941,53.491961504794254,16.723451984195137,14.449491199401171,14.567129581673504,7:53:01.052240,50,0.03426313788202617,0.002565405182531774,0.0025416496025170918,0.03451166656400727,4.887044954422465,0.05768430687370518,0.11606295724330185,4.898760834564489,5.002692860295748,0.0025272805669880327,0.0015114220460867855,5.001887487718847,1.0,50.0,300.0,50.0
9,54.78704962448101,75.38043666965577,16.68222612000364,16.315911362162833,16.43446446526671,7:45:49.260729,50,0.0387086246285198,0.0025941262351248315,0.0024629067947618544,0.03891857321824604,4.940588455755025,0.042861863679625856,0.07710776440853984,0.022897093197802833,5.000711581229404,0.0014768391845167983,0.0012435169626128229,4.999115903641325,1.0,50.0,300.0,50.0
10,60.125262755636214,79.62478132304265,16.682505473897724,16.721941223396705,16.743855312099047,7:19:00.922695,50,0.03977043664926139,0.002367977414968761,0.002519893526276955,0.039866400326329654,4.8850372185965245,0.07058499494897319,0.0634148160969481,4.857810109867407,5.003068428961661,0.0018198145502612562,0.0018671550811024673,5.00421030307973,1.0,50.0,300.0,50.0
11,49.48091929370435,70.66577208309727,16.714214039047025,15.963168672130191,16.090954106928454,7:29:40.882454,50,0.03778483687438983,0.0024649915085539556,0.0024047599126393385,0.03812282493686692,4.948178210447252,0.03525976452454316,4.893219044698693,4.941253760694268,5.000645514569449,0.0010321908169164118,0.001308567373475178,5.001460863904165,1.0,50.0,300.0,50.0
12,57.792412884179285,78.71802829149857,16.70137975150275,16.54009792971428,16.841750964834283,7:50:16.256733,50,0.039222462003567826,0.002491301101265983,0.0025080824764239645,0.039928387334520546,4.878752253250239,0.06975600777696034,0.07303348845279345,4.901634082336313,5.001824241472937,0.0017647163502871877,0.0017867871572940786,5.00152036666642,1.0,50.0,300.0,50.0
