i,logB,maxloglikelihood,SNR_comb_signal,SNR_comb_median,SNR_comb_global,run_time,duration,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmax_median,duration_median
0,23.4962021128414,45.99397369374617,13.823675300380621,14.834112760100004,14.65762404784256,4:58:20.810666,2,0.631566403872103,0.200635964492062,0.09634974320757062,0.5025193270233994,0.03077603255112734,0.004153486347525805,0.004355892674356165,0.035236462186037154,0.2601452662236075,0.0021029968178982172,0.002105338549952207,0.261826688240898,50.00002531272986,0.005031199928616559,0.00529824790957889,49.99473090608858,50.0,2525.0,2.0
1,6.327205976033396,33.52875538726584,13.814282965872755,13.4951541185957,13.412732499273389,5:55:38.044380,2,0.6637910295595547,0.2501869087110279,0.12061137533986133,0.5072968882419037,0.027216890958628552,0.004255975398817585,0.004248084435161149,0.032050092882457006,0.25969218424088303,0.0017928537028495395,0.0017703897435507598,0.2598350585021312,50.00041959317848,0.0037748304402711597,0.0037703392795620516,50.00299717577298,50.0,2525.0,2.0
2,34.211022983933915,58.01919391504358,13.814885835300233,16.006051224525002,16.093887865619582,4:57:58.698616,2,0.6703817755347545,0.22920289990039544,0.12572026832020966,0.5059595952536747,0.032141386008210565,0.004506653319938436,0.004575643066732516,0.03861595772389452,0.2598765285787142,0.0015993821996454494,0.0017413544426512217,0.2604593639411403,50.001489796904366,0.0030397375800959026,0.0034022324753948396,50.002564387831484,50.0,2525.0,2.0
3,14.219887383551283,38.00598349192501,13.86793933823951,14.030032803396558,13.767696261028929,3:53:27.576176,2,0.6674808292470625,0.23784694938869966,0.1243640732516128,0.512219486934154,0.02809869102903828,0.004352315314600522,0.004270778162268306,0.03249445254961766,0.26043366625992515,0.0017639493573879395,0.001919573387314799,0.26052724921163306,49.999184783161006,0.003424334269787721,0.0032746583404517082,49.99710731232535,50.0,2525.0,2.0
4,36.19084912766657,58.83823092001291,13.805108275952282,15.951820097187817,15.886326542201944,5:03:12.383418,2,0.6519219312383194,0.2013994914933932,0.11286455185931821,0.5025982193061895,0.032550205780378504,0.004361540826129856,0.004417202716651164,0.0382413686122189,0.26046048274327577,0.0015237052322542022,0.0014930421966140583,0.2600964909327806,49.99853304202124,0.00306610963644971,0.002809284979356619,49.99693250501137,50.0,2525.0,2.0
5,17.69635137097181,59.830107433243924,13.842339477787194,16.166538513160646,16.25083499202044,9:39:53.683325,2,0.6309556776931478,0.1903768962950143,0.09828159907524081,0.5067230650539892,0.0335742255167116,0.004305070683626087,0.004568894941339208,0.03879622759167818,0.2582261069612651,0.002241836016149523,0.0018357683719500972,0.256852660035044,50.002719451339054,0.003337833960394221,0.0038430628935657296,50.00576722181417,50.0,2525.0,2.0
6,43.99231595432141,67.71046655903966,13.877288535266583,16.447490454125816,16.264508542844855,4:16:53.729480,2,0.5888277324751188,0.13083650243238765,0.06526596932705975,0.5023023266156826,0.03544723021723108,0.0035826369888033727,0.004069023753683065,0.038690660949758385,0.25970425182537316,0.0015303970195905126,0.0014716714651417662,0.2596843451784092,49.999970202637385,0.002492006435666383,0.0024580112728216363,50.00025670427271,50.0,2525.0,2.0
7,17.576068900117,41.12180007350909,13.779244795122446,13.931586090582083,13.709152619297333,4:10:04.395415,2,0.5971257482205181,0.1429453310163421,0.07216747773554022,0.5033281075300123,0.029979137430073834,0.0035759554589746834,0.003754791627872702,0.0328071723811963,0.2596801751658755,0.002431925409987823,0.0022930472973812788,0.25933552123088355,50.000433281519186,0.0032576888150970262,0.0034286902416198473,50.00087025933123,50.0,2525.0,2.0
8,-5.719676271291942,30.730379909168867,13.798854269496934,11.245129425003647,12.874890892635147,7:54:54.331423,2,0.7345074344455189,0.43376766205595474,0.17879127292992036,0.5188585370900515,0.021650952533102563,0.006812153929333271,0.016106697096455895,0.030421861780526367,0.261410580651002,0.3232626155065318,0.005850137873960826,0.2562300387624753,50.00148320710623,11.33918204045532,10.026136547673445,50.00655533836512,50.0,2525.0,2.0
9,28.27816219244074,51.58055443335128,13.834456001188492,14.860756118963897,14.99000359187562,4:29:26.511169,2,0.5826276099750909,0.12589094126885336,0.0617882204757112,0.5007201875886126,0.032329948668868846,0.0034874698628041267,0.0038507290848528893,0.03583885081914074,0.26012730054366046,0.0013166977673531033,0.001345268784496756,0.26013585179913634,49.99941462632783,0.0027022980817079656,0.002658637062772584,49.99994548972536,50.0,2525.0,2.0
