i,logB,maxloglikelihood,SNR_comb_signal,SNR_comb_median,SNR_comb_global,run_time,duration,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmax_median,duration_median
98.0,-3.1637222263928337,4.706059680711143,0.0,2.2567394715039386,5.723036888849299,816.746508,1.0,1.360003775180519,0.3836251836986526,0.26148082376781123,1.0787808516011113,0.011348929956788156,0.010337268643654026,0.007939611781753505,0.026087915263870946,3.383341399544931,2.6144312577357267,2.3984049498760234,0.6413933830129038,7.431164683691584,1.9988689698711717,2.7674651222598694,4.704688765633714,50.0,110.0,1.0
40.0,-3.2657712126267993,2.631229311924158,0.0,2.0513029253179096,4.262969263521516,747.265926,1.0,1.3671211571172568,0.3957006360148574,0.26693527101428516,1.0874959918887541,0.010140471280480403,0.008862327470376073,0.00695065497765443,0.02662600889731541,3.0348998156369142,3.294929243299426,2.0770632863567604,2.4418318940746726,7.720427047066957,1.7110532868188617,2.9514568255469804,9.448334943776777,50.0,110.0,1.0
60.0,-3.2734932482737555,2.7112251760241546,0.0,1.9498784829323024,4.348760072669497,728.882843,1.0,1.3805113214828402,0.3898785979830628,0.2796046422105789,1.0748329001517984,0.009689344405732133,0.008824476131216218,0.006917260214573665,0.027071074429745826,3.3190784053412914,3.390143368707392,2.245551276169419,8.813964271366771,7.640773400107157,1.6758187171556784,2.9492675370306642,9.259199434823215,50.0,110.0,1.0
10.0,-3.156297991083713,2.801561525730977,0.0,2.12336334270768,4.256552336234668,705.992096,1.0,1.358969691013828,0.38252908409046804,0.26406702196172893,1.1361231114540635,0.01067890290274294,0.008823448456806295,0.007237944993604806,0.026167091640798924,3.3902871249611928,2.787959058099331,2.304259952314368,5.390005602521708,7.563952596017566,1.9151151380783737,2.8142443521888216,9.638500526392493,50.0,110.0,1.0
0.0,-3.304098897711906,2.8613827597897403,0.0,1.7924378195858541,4.313087401347562,676.821283,1.0,1.3752221353132,0.3685654606490065,0.27616679168012914,1.0602702538035147,0.008903753532899739,0.009285639628928928,0.006072083744024554,0.025253918752113927,3.2191225256200715,3.150237938143107,2.160502122453994,1.3022588455458408,7.511308136963089,1.7423038816533793,2.592100427462829,7.591896120112394,50.0,110.0,1.0
96.0,-3.4521870979887677,2.0685102604714736,0.0,1.5881533379945865,3.8766907057315994,657.966622,1.0,1.3558529263194241,0.3933787576804515,0.25743677513949126,1.0646824992264396,0.007920177383929172,0.008840641677952088,0.005532491104185832,0.026194767028974802,3.2076169219730266,3.1596637346837424,2.20172557966112,8.880143334116095,7.716047174890962,1.6652820066753868,2.9557199164203674,9.451273419669413,50.0,110.0,1.0
92.0,-3.0035301561078906,3.00896025353635,0.0,2.4334927698542197,5.495124684490818,715.908903,1.0,1.375445467332383,0.38891264266118064,0.2740234322497166,1.2039908689519627,0.012103058492622557,0.00859536425546276,0.00783320005451592,0.024164168956990032,3.1018192789181604,2.945970331749402,2.137288305905782,3.9574664223307945,7.359084879280086,1.8966163928556412,2.70545235625596,4.904391339730296,50.0,110.0,1.0
28.0,-3.2000154708547432,3.650913549427427,0.0,2.365367678528007,4.844201380337626,777.859797,1.0,1.3641621482649162,0.38416299120611486,0.2631167034443913,1.0081513636429107,0.011911219674738108,0.010433736160825375,0.008256008494314182,0.031470856682955774,3.604662795202408,2.4950914638783326,2.4285487274319744,4.399208954470214,7.852230006409803,1.7723542761675262,2.8512708750410347,9.715097148263254,50.0,110.0,1.0
99.0,-2.7944047367919946,4.732762168778965,0.0,2.814034405758012,5.3760154077191205,880.830743,1.0,1.368314994611507,0.3719041013001423,0.26917906862328667,1.0465884542074062,0.015050286020946234,0.012728026142676149,0.009894947698190146,0.037062686542054676,4.649711135553948,2.3546720969650003,3.3366127182779914,5.615064650814936,8.389022262193059,1.4510821980490647,3.3304229244119927,9.974545073256314,50.0,110.0,1.0
41.0,-3.587056877483515,1.880618740831137,0.0,1.3903009394397787,3.8586917300661083,717.588885,1.0,1.375828580648126,0.38302222186411994,0.27884446039599387,1.002750733897236,0.006918124031008408,0.00772994673537497,0.004731735614095307,0.026868799493620456,3.190018105098417,3.1584903301044513,2.2455551002396392,0.1938526015738239,7.67691478263416,1.7598102125977704,2.855623811070574,9.781308868734609,50.0,110.0,1.0
