i,logB,maxloglikelihood,SNR_comb_signal,SNR_comb_median,SNR_comb_global,run_time,duration,width_median,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,width_median,fmin_median,fmax_median,duration_median
0,-5.8830452416227565,7.305812993899053,0.0,4.248379707050058,8.047107046511178,5:19:06.020398,50,0.012203819507687263,0.007035664975569898,0.007848683594797954,0.019219126630509478,2.926830224062037,3.1653940376881824,2.3508392638198363,4.161662731850107,7.39635779812975,2.117122841258598,2.5921530325829396,5.03378995847979,1.0,50.0,300.0,50.0
1,-6.357940028431451,6.7849290075160695,0.0,3.034931110388135,7.468865557030968,4:46:19.614185,50,0.008701398309931363,0.007570228734741774,0.005872583086806897,0.020795504040928284,2.9975790968761498,3.288878793939989,2.356544038330939,6.253652917181474,7.405729384731894,1.6538156298619606,2.682629159527603,6.980792401390367,1.0,50.0,300.0,50.0
2,-5.2204806187436015,11.232072163885114,0.0,5.6648204380938,10.283562031218292,6:34:10.895379,50,0.015941515362330152,0.005850966740560626,0.00843904305774051,0.017966554423317613,3.5388424449848657,3.190486685269513,2.887738391138145,0.12481787914366546,7.140167520325473,1.2354630987599968,1.884146940049412,2.7354899652481954,1.0,50.0,300.0,50.0
3,-6.116723023654342,7.78641132425885,0.0,3.4752200771738164,6.5852225164776055,4:49:30.459509,50,0.010502295132889578,0.008290942884232521,0.007208359394519618,0.021649333853992776,4.330586075492866,2.15760165163851,3.0480829933340563,6.2975312698618175,8.213229316006949,1.4028406639844668,3.2168067711636805,9.597227326045232,1.0,50.0,300.0,50.0
4,-6.835804623375179,7.005162777201847,0.0,2.335194704111895,7.292750900115773,4:46:54.197802,50,0.006909178201676452,0.006895951837018837,0.0047653256651265935,0.02273469568053819,3.253714493988727,3.152006055935246,2.283341891235448,5.712963598353422,7.6909795796224145,1.6012433654058906,2.9246842545311713,8.47827109365653,1.0,50.0,300.0,50.0
5,-6.328699795571813,6.395611291397602,0.0,3.1734129293694204,6.817733038142857,5:19:41.357019,50,0.009250124789443967,0.007093434550576767,0.006325813710195407,0.0208617135183699,3.1954519919904074,2.9776433880669124,2.300480612479621,0.5857292351330383,7.505966372513666,1.7655989466160706,2.955258250094853,8.48133541292016,1.0,50.0,300.0,50.0
6,-6.102461419253675,8.607978917095943,0.0,3.8572507508471525,7.605442654693058,5:44:38.854417,50,0.01127083466571838,0.007517450701828448,0.0073918502420538814,0.022920937769390623,2.9579988760156306,3.0296067274287646,1.8922033721884912,2.963282730754849,7.492066191416722,1.7079816576620406,2.779091931995584,8.072397026965863,1.0,50.0,300.0,50.0
7,-6.155552227549585,8.04097383112898,0.0,3.4691270629041773,7.031935210389207,4:46:35.702266,50,0.01095500470781961,0.00945016088873096,0.007786849193157885,0.023521188916244083,4.146894544958059,2.030828187459944,2.7849069976270306,5.184246076398945,8.799641550823509,1.1162322606831285,3.32506800260059,9.977302473666038,1.0,50.0,300.0,50.0
8,-6.662414502169035,8.457973842944446,0.0,2.483464743082311,8.911634274298736,5:33:44.767184,50,0.00722808378225256,0.007537134466978269,0.005003443690639072,0.017228795411873252,2.8460876226924023,3.3055452974287904,1.6945040605403785,2.029474187561994,7.515215330973329,1.958137369256863,3.080033426249341,3.3214675772607,1.0,50.0,300.0,50.0
9,-6.127467602912222,8.290437514994284,0.0,3.272124693750702,9.133252702614651,5:58:36.353704,50,0.009423730094792691,0.006811006023850206,0.006193968965753863,0.018996702570498486,3.050927915520621,3.4511751711526193,2.3047758263687,0.6539918430037253,7.392355386272211,1.9216579341312752,3.421265443715376,3.8683836941265577,1.0,50.0,300.0,50.0
