i,logB,maxloglikelihood,SNR_comb_signal,SNR_comb_median,SNR_comb_global,run_time,duration,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,width_median,fmin_median,fmax_median,duration_median
0,26.57027930790672,44.62934546710965,15.994402314422517,13.863680198061816,14.297456944813302,14:43:36.602601,50,0.014362681005233375,0.001201699243355045,0.001207281336571768,0.014809609363719438,3.849038511861094,0.31980263448799917,2.8296438691547543,3.870779318132698,4.242993980727581,0.25948072351832785,0.015511294652641006,4.241362182869255,5.0,50.0,300.0,50.0
1,35.4115654899712,55.12692402446605,15.986211610639547,16.206363883236442,16.4329163913898,15:58:17.206558,50,0.014244157613087834,0.0009838544851904062,0.0009934528576545,0.014451872730245629,2.3101098982485806,0.15424331938254854,2.002704765832788,2.185468531024125,2.5655739924420526,0.0028062611123202963,0.004558855507657,2.568917279593478,5.0,50.0,300.0,50.0
2,43.051083140967755,62.93620195238298,16.043900662178103,15.243319520368017,17.68309394708823,16:41:48.878213,50,0.015416121543422244,0.0011908529593391889,0.0011624195583463132,0.014842815403710087,1.9198877428050418,0.5986009933599321,0.5470541357088143,1.969718446655827,4.02108155606761,0.014600937948452852,1.6322300403403345,2.171374899753167,5.0,50.0,300.0,50.0
3,18.36771810558455,35.76899734006005,16.0090978881805,11.362291829671767,13.166736728171465,12:48:43.788752,50,0.014141993840286306,0.0016770515466563874,0.001622446163317538,0.013550557928326528,3.2067962540204062,3.97327873947754,1.0225366349445881,3.2202990087350263,6.863733379048077,1.4650264789019145,2.6895091485671827,4.175227290569514,5.0,50.0,300.0,50.0
4,29.168084181915166,48.668074997411374,15.946227188572754,15.266818213125305,16.17824452367439,16:19:40.158924,50,0.013728332120162029,0.000994377474943544,0.0010574857555102016,0.0144076680184003,1.819970819449005,0.36459111640436936,0.6308268207535732,1.6250180453728615,2.7496957623628018,0.2961315106875051,0.0936217793334091,2.6553618518502162,5.0,50.0,300.0,50.0
5,14.549718356700618,31.916012691103813,15.957282723211373,12.458959677947645,12.922229110821112,14:10:48.208967,50,0.012389919465062372,0.0011451493039500125,0.0011847987110433413,0.012865649579545627,0.9170691822539296,0.5404041419639052,0.44497111371249676,0.8929464214813232,3.7782805598344864,0.014605532153319611,0.9844104678239654,3.7851127918575624,5.0,50.0,300.0,50.0
6,30.643210986492115,50.91908489806554,15.914602748021654,15.518610976887935,15.68354950386281,17:03:07.852512,50,0.01415513646371023,0.0010269413810043287,0.001003666821228046,0.014307747158855487,0.7517487166617765,0.2138165992028077,0.2393337226189779,0.6229570401230735,2.866143810330862,0.0059285767427827984,0.005180245147361262,2.867540013547428,5.0,50.0,300.0,50.0
7,33.24096969984834,51.07074410661679,16.02663056096156,14.999795083277768,15.359616593252557,15:24:01.774989,50,0.0144321955647598,0.001090541463403344,0.0010732385005823297,0.014307913840536635,1.6784523427261586,1.098497320038128,1.200039438127264,1.4445009942220208,3.453088067794428,0.5981569390784705,0.3399985485152821,3.11677227989808,5.0,50.0,300.0,50.0
8,27.85718093306206,46.80010597020517,15.976526738572401,14.3059841241644,14.487110840660819,15:49:27.721065,50,0.014022046315122954,0.0011261404495004484,0.0010793666679360572,0.014197697270342056,2.094267230750872,0.20116297747689815,0.3494036900973094,2.2369046991322485,3.614076302579205,0.00687797945684121,0.005793637367173421,3.6110727121627546,5.0,50.0,300.0,50.0
9,21.57903441327074,41.54496095173018,15.92982326548271,15.352464458055438,16.142623519810456,16:50:47.537475,50,0.012737979316388919,0.0010016463008501696,0.0009991434159913482,0.013261111948207841,0.7127168186258809,1.467551581245988,0.5271957547163486,1.5118163355866443,2.0174097254370835,0.5065681995508626,0.08927098406227696,1.9272319898644508,5.0,50.0,300.0,50.0
10,22.627331083097353,40.699684035513414,15.940155794698828,12.42248661530578,14.590302873387165,15:59:22.308074,50,0.014243333449402148,0.0013046400807954564,0.0013829627732647523,0.013684720449597974,2.0655283774742257,0.8107628085323628,0.8518370864271425,2.138571159288398,5.521268047581371,0.027973272511067293,2.376436460140506,3.1414198542602096,5.0,50.0,300.0,50.0
11,48.34125479701096,68.7469954559352,15.964535883478996,17.489155782442758,17.61358765345593,18:17:44.492137,50,0.015607097889572359,0.0009812192442274058,0.0009507480350044294,0.01571935104069199,0.30245806759759086,0.542176293356922,0.19061641838966784,0.17178567633656786,2.6820593577369722,0.002588477384160015,0.006433385053583152,2.683797096545539,5.0,50.0,300.0,50.0
12,27.563647624319962,46.74312639755543,15.955781912212865,14.12501586168981,14.65107429002802,16:07:30.194028,50,0.014347724450851538,0.0011019908443113558,0.001150198627508682,0.014890638797514892,1.5590038695159798,1.924393305725307,0.39024184472044343,1.4779335894067285,3.9856215054566504,0.0068313687573406945,0.08103893089449432,3.9895974231340814,5.0,50.0,300.0,50.0
