i,logB,maxloglikelihood,SNR_comb_signal,SNR_comb_median,SNR_comb_global,run_time,duration,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,width_median,fmin_median,fmax_median,duration_median
0,-5.828327438701278,7.417226179573396,0.0,4.16822869009357,7.436519786668584,5:05:37.952019,50,0.012298727274989119,0.007196469798276451,0.007807782794970489,0.01775876095827507,3.6135084993906186,2.785883667546656,2.6817919927766436,4.227023557543563,7.651974276228841,2.0716110027176056,2.77006189565331,5.032296683002627,1.0,50.0,300.0,50.0
1,-6.372621637695006,6.588713580764323,0.0,2.9153302867287483,7.3626256495708375,4:38:35.007614,50,0.008590229108470617,0.007791615274153589,0.005974377383227683,0.02049946045819319,3.3343898922002118,3.622958021783044,2.474150192514351,6.334586504947549,7.717866487064855,1.5173804506456463,2.540228087624124,6.978840963075281,1.0,50.0,300.0,50.0
2,-5.065371681816021,11.658455091683038,0.0,6.263858134565087,10.271189617751777,6:36:25.147499,50,0.016730559289178125,0.004873113122854652,0.007968004826057622,0.017942893149340847,2.7088590303625115,3.938785124925175,2.46856247140092,0.29384137078989536,6.434988904151308,1.7858002332271665,2.4214196314299556,2.733418586026865,1.0,50.0,300.0,50.0
3,-6.30866010032433,7.733422583254905,0.0,3.319441022880268,7.331368224151614,3:45:39.382471,50,0.009967423093157502,0.008067427545668006,0.00673401938684765,0.024100455348434125,4.147109220961758,2.341453089854568,2.8207794391004137,6.317524460481216,8.060944721414437,1.5356318268957114,3.075370412493684,9.593881988507539,1.0,50.0,300.0,50.0
4,-6.52001235675702,6.757174554937267,0.0,2.3868541687150024,6.27315389973232,4:44:36.062024,50,0.007068633833430692,0.007266498735879442,0.0049964210475982075,0.019555328000810134,3.589703821319425,3.149028974080996,2.5008109355318404,5.6583741846241935,7.879612502597439,1.3748566625387006,2.905100194296235,8.479636221262433,1.0,50.0,300.0,50.0
5,-6.2748281873029805,6.681046577318109,0.0,3.209507191981568,6.961226229744092,4:59:56.584040,50,0.009510791717617362,0.007651214844756352,0.006526045057775597,0.02130130483479171,3.0858406281640556,2.8566404985493956,2.379352347914609,0.6042840368540804,7.664535726107465,1.409409477990339,2.844865808413335,8.479949948524206,1.0,50.0,300.0,50.0
6,-6.07928244751012,8.629228842868548,0.0,4.067607693195307,7.648021092918027,5:54:38.510440,50,0.011660319463094393,0.007343985395877399,0.007671758622735352,0.023049377260699683,2.797485234445538,2.7338658091995973,1.796376776188726,2.9459995746815952,7.252465299472638,1.7822040257068732,2.621646104222531,8.073650351207867,1.0,50.0,300.0,50.0
7,-6.242819121253004,8.044104227414888,0.0,3.4611107792437315,7.180077100347095,4:33:24.014727,50,0.010925377222555491,0.009587465097328322,0.007755286665312767,0.024015697046586553,4.597667077832785,1.6946343440892342,3.219990685385747,5.1694841639386615,8.801756926896715,1.1300235853779022,3.274323254512394,9.978306055483534,1.0,50.0,300.0,50.0
8,-6.677091932121495,6.280547489562874,0.0,2.2325703724144255,6.056680788137809,4:26:53.296374,50,0.006613130089321904,0.006698389064753084,0.004665121016445383,0.02027664536236427,3.1416979853198597,2.9941461050070166,2.1189484499112314,2.0585842989913465,7.635561144336838,1.7909078986486877,2.6110715558054682,9.96471052841934,1.0,50.0,300.0,50.0
9,-6.254273673771392,8.259560934700358,0.0,3.142053082068961,8.535043371956831,5:11:25.047001,50,0.00915705092116332,0.007231959572177527,0.006167599016719792,0.01775219443344383,3.202403263951811,3.492483862435953,2.337428002962956,0.6579775918454229,7.562985953729175,1.7516715044942295,3.0947677203836204,3.8683170235893667,1.0,50.0,300.0,50.0
