i,logB,maxloglikelihood,SNR_comb_signal,SNR_comb_median,SNR_comb_global,run_time,duration,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmax_median,duration_median
0,44.68263613281278,70.88548182603229,16.623964757509736,16.05184520386775,16.200038405668078,11:07:20.561606,12,0.22097428102119523,0.03847178147895178,0.03567458236725049,0.23308131815132854,0.0788754935079993,0.0082689754768394,0.007490611598864452,0.07764973031559744,0.2593046034871911,0.0004344766052519211,0.00045617212716692057,0.25947385567206976,25.000667068375733,0.0004307562229470818,0.0003884619859348959,25.00049647169166,50.0,1287.5,12.0
1,40.600308988701286,70.85550452800368,16.618395308290662,16.00746085654495,15.790607969738387,12:01:08.804366,12,0.35662677461033576,0.02676618644991341,0.019307536197574582,0.3275916801394667,0.06308760782943433,0.004604289411844584,0.004648454852376915,0.06459184963171671,0.2602454608439452,0.0004628424049598068,0.0004700271531387079,0.2597389861124701,24.999904216499427,0.0003619773424503592,0.00038888473357090447,25.00021446187898,50.0,1287.5,12.0
2,66.34193859768483,95.58725385904141,16.584725517966827,17.807795265105973,17.911208689019414,10:16:20.432242,12,0.23381020081901885,0.035343749771893224,0.03241484746952003,0.23486032813925675,0.08543765230052817,0.007848993349103162,0.007295630022882624,0.08572568882458659,0.2603299163604476,0.0005032133937434846,0.0003256415898936216,0.2601657489156504,24.999566372879396,0.0003312130228643184,0.0003877291888230161,24.99975371174097,50.0,1287.5,12.0
3,-4.7231502933564675,17.192082632917067,16.67993082231244,6.336967240431568,9.561946165196385,11:27:41.427153,12,0.5821359597246927,0.9138562032956163,0.3813362175976679,0.7748102510650817,0.018400166080136848,0.008267111918057148,0.008626220273033126,0.025632685986217887,0.8031934501455175,0.1936941532578812,0.5122022982626109,0.2931845114505487,21.614325614395476,11.514049002632888,15.362472859157844,24.9784719550571,50.0,1287.5,12.0
4,70.36847785888754,99.68231446981119,16.583929377020166,18.01124761917986,17.876739381764292,10:46:13.045395,12,0.22296272897051445,0.03182344031601031,0.028610512449621678,0.22844441389854098,0.088238260651091,0.007651670704836938,0.007483224411518524,0.08662020747049975,0.2601508933973849,0.00037943765634007587,0.00041316826012111063,0.2600514431735947,24.999939742071735,0.0004154502151791917,0.0003467950757212179,24.99994278052617,50.0,1287.5,12.0
5,1.973117555578234,27.35199769700827,16.64429874256091,12.31291821590025,12.628181783507419,10:39:29.036208,12,0.2528129153774089,0.05075667270455053,0.05096064054754973,0.26846573393126094,0.0468480654775811,0.006699466051030965,0.005754869963858288,0.04673956819373441,0.8915666951740757,0.0016804440700975976,0.0011746862868188268,0.8904825693180937,16.66619921343377,0.00036489535273531715,0.0003991341566695894,16.666399845142077,50.0,1287.5,12.0
6,71.50885448111569,100.02529626175695,16.617640344047953,18.03874122484573,17.7686114684587,10:40:50.444944,12,0.30057431022296527,0.02073906258829805,0.02984251689165568,0.32290068991871024,0.07739058207340455,0.0053984741615917264,0.0052115025505730245,0.07362934841107954,0.2606055793584403,0.00044723034031801667,0.00044134425770608887,0.2600940012621322,24.999306730065324,0.00037957774923924603,0.0003885987725240625,24.999786438421058,50.0,1287.5,12.0
7,13.703109577741813,40.47631082886345,16.575891855307685,15.914950638048287,15.773972358925016,12:55:52.471078,12,0.3399018886609556,0.05333333328408235,0.07177298969066953,0.3709972740743581,0.03740444410854744,0.004876503411366327,0.0038474857072301402,0.03563085626433882,0.7788974367825242,0.002155556003955672,0.001833432719712924,0.7780880465533785,8.333573488972128,0.00020768957831940327,0.0002219686029896195,8.333745640862192,50.0,1287.5,12.0
8,19.302129625856466,54.03048031240934,16.595405743149,14.417424902250103,14.617829445972026,12:09:18.439538,12,0.2783423199277047,0.03347200548858009,0.04311954074415872,0.2858038406711952,0.06397958505467827,0.006321735383538182,0.005972336303368533,0.06413385172803972,0.2602113084545056,0.00041388962556665465,0.0004508659554988137,0.2600918714245173,24.999960053908268,0.00042046844207632716,0.0003174315070175737,24.999951458151248,50.0,1287.5,12.0
9,23.959533061967928,52.72708865739759,16.6283821158814,16.021873746054307,16.165250838504257,11:24:14.573345,12,0.1856952856935044,0.035051236479269665,0.03231802740046613,0.187613600077438,0.06077938603285174,0.007421790698843453,0.006609955845162323,0.060995933969921236,0.5179251422877552,0.000836932168608695,0.000886551305849359,0.5179611187525832,12.500510722270079,0.0001984574049629373,0.00020197154544376872,12.500482886135046,50.0,1287.5,12.0
