i,logB,maxloglikelihood,SNR_comb_signal,SNR_comb_median,SNR_comb_global,run_time,duration,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmax_median,duration_median
50,-1.765510131,8.032329305,0,1.752512767,4.792504279,4379.663425,52,0.043835127,0.111191571,0.020286738,0.030577382,0.051853996,0.080300789,0.037894369,0.16109259,3.596061016,2.912687147,2.523850035,5.763072213,7.656285393,1.712456615,2.734352499,7.095837401,50,110,52
70,-1.38192216,9.658910586,0,2.649809415,7.042753083,4822.418922,52,0.060824965,0.113818889,0.034500082,0.027001082,0.062980905,0.058037663,0.041969983,0.167097791,3.195552874,3.401746474,2.080509299,3.351992399,7.575916933,1.550758804,2.689320855,3.355403654,50,110,52
76,-1.480800679,9.44352459,0,2.177261651,5.669578726,5013.672705,52,0.044764728,0.09440491,0.021863948,0.059269475,0.059609759,0.085558996,0.041474248,0.136205346,3.482499938,2.680719388,2.668317003,0.454905893,7.440093037,1.85316768,2.803814762,7.567029416,50,110,52
62,-1.684735533,8.465589379,0,1.834069653,5.63960037,4860.061245,52,0.052832849,0.161194315,0.028177314,0.054083056,0.046636339,0.062264477,0.031665328,0.151901323,3.150123413,3.240308083,2.123806938,6.847791419,7.302379096,1.882351768,2.636212316,7.953078308,50,110,52
44,-1.532037706,8.677635904,0,2.431460243,6.538758507,4325.701959,52,0.047918912,0.096255215,0.023062902,0.019655132,0.060469864,0.081205251,0.044071526,0.240104762,2.687100837,3.075322594,1.849427497,0.835118731,6.829252313,2.249832927,1.803395042,5.435983468,50,110,52
68,-1.104555242,11.11272865,0,4.004205765,6.62822603,5285.482245,52,0.050500902,0.055920142,0.023182756,0.037406898,0.09786292,0.054457519,0.071404427,0.197952041,4.90988668,0.845625325,3.231343841,3.390399782,6.412171994,2.700368068,0.793291753,7.506530095,50,110,52
48,-1.51851217,12.267988,0,2.418129619,7.463997363,6283.378376,52,0.056413256,0.113187727,0.030350798,0.085591571,0.058948469,0.056978554,0.041609486,0.097416527,3.02425624,3.353098987,1.903787559,2.711490303,7.194391036,2.060318948,3.986466991,3.18971257,50,110,52
52,-0.972156691,10.93480315,0,4.635372225,6.164766848,4879.372973,52,0.026695278,0.058836664,0.005698439,0.019268878,0.179743401,0.087647115,0.149053909,0.291208328,1.933912838,2.595395603,0.070129076,1.932660861,8.996540608,0.005361004,2.454007353,8.997010099,50,110,52
80,-1.411910222,9.256029295,0,2.59743856,5.581328987,4970.699783,52,0.050941421,0.101295934,0.025597031,0.035818624,0.066978237,0.078224419,0.049874469,0.197176053,3.660688979,3.452960093,2.309059069,8.610837757,7.465409067,2.058662357,2.607684759,9.7067636,50,110,52
78,-1.380337004,12.33262243,0,2.566339037,7.347955728,5746.531,52,0.053747568,0.133164875,0.028087259,0.019763159,0.06064191,0.081678802,0.042384402,0.231502139,3.714099733,1.817311202,2.693590663,3.817305134,7.013296215,2.22605749,3.195777821,3.817325843,50,110,52
0,-1.536191405,11.37835543,0,2.617780897,6.413094133,5813.426689,52,0.061934313,0.094750249,0.035604313,0.043872244,0.061468077,0.07258543,0.043621945,0.176575852,3.994946269,1.843840606,3.004791307,6.759953841,8.113638777,1.585698433,2.869326587,7.93253274,50,110,52
12,-1.200178291,10.1363518,0,2.707729832,5.990795333,5241.259039,52,0.09848027,0.261291572,0.070525922,0.348293632,0.058906562,0.047495286,0.035033918,0.064431924,4.805211587,3.528888674,3.444939492,8.406792857,8.853964795,0.435957124,3.036993486,8.924773063,50,110,52
6,-1.57767273,10.33945214,0,2.186134576,6.461016129,5593.270373,52,0.057713521,0.145557635,0.031890109,0.070727529,0.05388249,0.060250752,0.036366709,0.143894804,3.342204943,3.58016646,2.329208595,2.739702952,7.787830046,1.391888628,2.822071122,8.086191844,50,110,52
16,-1.467953983,10.86180786,0,2.441829829,5.978910378,5800.990898,52,0.087884392,0.260622769,0.06006546,0.472249622,0.048742102,0.049199327,0.029668373,0.059382251,3.469016112,4.369697479,2.349114205,9.585710908,7.826390274,1.922283704,3.059881915,9.827097676,50,110,52
96,-1.647325841,10.47000567,0,2.135085731,6.097679055,5420.470202,52,0.05463708,0.124374721,0.028096485,0.026486914,0.053603314,0.063016719,0.038648655,0.218957671,3.745106297,2.737039402,2.458137846,1.748475303,7.855046801,1.499361557,2.731344526,7.634979473,50,110,52
84,-1.528314406,11.91887642,0,2.250291301,6.435445766,5761.487249,52,0.047121194,0.101886884,0.022001787,0.031612481,0.064409185,0.094856333,0.046342116,0.225306619,3.789146219,2.658079444,2.646955094,3.804804777,7.682717796,1.386437372,2.238132722,7.683334801,50,110,52
66,-1.714103148,10.98025736,0,2.18316079,6.738438846,5955.506728,52,0.060178747,0.0981876,0.034935552,0.027324623,0.052103011,0.061079256,0.037811769,0.203068656,3.513349524,2.844023454,2.402318203,4.482865841,7.585672805,1.644657639,2.565319924,5.514754131,50,110,52
40,-1.699648141,7.676226582,0,1.956492955,5.622035977,4531.720437,52,0.063295898,0.152278095,0.036682128,0.102799052,0.048619195,0.055013645,0.033745731,0.119816138,3.359851737,3.032961754,2.405427669,6.437680613,7.759947078,1.70179065,2.840347977,9.678911872,50,110,52
8,-1.663971271,9.050047402,0,1.958919336,5.931956844,4785.265805,52,0.047357647,0.138794543,0.023491101,0.019368261,0.052612942,0.084479356,0.036905803,0.277782999,3.776253107,3.047534627,2.598125218,6.831780703,7.968114507,1.369929856,2.951149611,8.992772873,50,110,52
90,-0.705989315,11.78581792,0,5.084590857,6.055109229,5415.522963,52,0.216713729,0.078914637,0.168820168,0.228514104,0.071137427,0.023841358,0.032860377,0.080698948,2.590452422,1.783034736,0.328512356,2.584091588,9.480949894,0.030209032,3.756038658,9.491258611,50,110,52
2,-1.664816285,9.885328262,0,2.014758566,5.498255053,5069.715057,52,0.04857344,0.115248533,0.024069438,0.102080854,0.052678129,0.078972472,0.037210678,0.10855043,3.203401978,2.913197105,2.241093891,3.149591336,7.577660138,1.710409994,2.800624806,7.73166395,50,110,52
28,-1.191739883,12.03575233,0,2.998383176,6.580523159,5696.275819,52,0.060953331,0.100173777,0.03414735,0.020399132,0.075684484,0.068780676,0.05183983,0.296400502,4.286471992,2.83828751,2.928158164,5.892001547,8.286928401,1.225611024,3.308966484,9.029178415,50,110,52
74,0.64117228,14.94704948,0,6.348693473,6.875027841,5837.897819,52,0.030584396,0.019588211,0.008536523,0.01993171,0.227139029,0.069229728,0.087696053,0.316269435,1.07383461,0.036423363,0.01531677,1.062964865,8.092336529,0.001609551,0.002664668,8.093190115,50,110,52
88,-1.046865101,11.8442433,0,3.313946146,6.350947495,5812.670515,52,0.111324464,0.206838983,0.081343217,0.272941987,0.05880995,0.05240054,0.032176602,0.071854227,3.380185064,2.58723949,2.639449299,5.959720624,7.468176058,2.152395443,3.657870109,7.474945502,50,110,52
82,-1.171536053,11.16099708,0,2.596490495,7.117294154,5765.136074,52,0.071793403,0.130670949,0.045252722,0.097438553,0.060912398,0.05443855,0.038724452,0.144075986,3.291465217,2.993697198,2.152361571,3.211350399,7.688927206,1.476844021,3.157751078,8.708164633,50,110,52
14,-0.677480705,13.18074748,0,4.209952608,6.961991418,5996.36078,52,0.09200008,0.083263929,0.059070218,0.077620148,0.087966129,0.060119942,0.049179077,0.126424438,4.549845345,4.926978079,3.716580501,4.275672592,8.32631162,1.246485252,3.28439608,5.040027221,50,110,52
92,-1.320041944,9.694474679,0,2.672453322,6.369463082,5355.222412,52,0.048205551,0.088653314,0.023586069,0.019416032,0.070409395,0.074850081,0.048977232,0.294513799,3.91935757,2.605629132,2.738230713,4.256825012,7.833963282,1.532682108,2.693277033,8.547116434,50,110,52
58,-1.063711081,11.22409794,0,3.229386765,6.7823025,5618.122255,52,0.126680797,0.268203254,0.096433555,0.066215651,0.053902113,0.045788097,0.02820804,0.122002472,2.539907118,2.739902288,1.198204715,1.032892377,6.764689645,2.014375736,1.417560691,4.952285599,50,110,52
72,-1.105072077,14.65738885,0,3.462414735,6.969415319,6515.36136,52,0.034882167,0.069748395,0.013131388,0.073537911,0.107104754,0.10287962,0.081514274,0.151588938,2.693583643,2.510740923,1.86986573,2.695911456,7.572904839,2.033233121,2.26432244,7.263414248,50,110,52
36,-1.475846015,8.625440875,0,2.206165992,6.220640786,4889.132324,52,0.069090922,0.223613972,0.042897143,0.106091236,0.049630026,0.054651692,0.032375955,0.10672426,3.355877683,3.404819988,2.19456749,2.590705107,7.890689906,1.569648422,2.990952699,6.995891049,50,110,52
24,-1.067023804,12.87923463,0,2.416395148,6.815662586,5936.875568,52,0.063393434,0.223693021,0.037290729,0.032770035,0.060307227,0.108974415,0.035363241,0.221324458,2.765129392,3.896414243,1.823624703,2.758356746,7.708991436,1.200523005,3.0373987,7.884580526,50,110,52
30,-1.534716682,11.15610064,0,2.012450218,6.230539335,5636.229794,52,0.057690324,0.216223395,0.031327991,0.398639873,0.04889254,0.079782681,0.031932977,0.062694891,3.389868375,2.598517807,2.572168628,0.263662395,7.522745792,1.98386459,2.635707651,8.541984807,50,110,52
