i,logB,maxloglikelihood,SNR_inj_signal,SNR_comb_global,run_time,duration,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmin_plus,fmin_minus,fmin_global,fmax_median,fmax_plus,fmax_minus,fmax_global,duration_median
30.0,22.757729865019115,47.57677468890366,11.745603771342333,12.58475643417954,52402.879639,130517.61557111642,0.0003078038155267055,0.00011959934240314448,5.315196785632664e-05,0.0002972799663434849,270.6595228715867,45.21437789832089,66.57947794158846,307.3498882616358,0.26542832863561083,0.07571746136669821,0.06333170363763382,0.2435706002506596,0.0011465298643180662,2.625376719194274e-06,1.5473155857864164e-06,0.0011466305758721905,0.03998821472349529,0.0011456343736920005,0.007603236698756087,0.04094196934230319,0.06399670967598192,0.010088927283162269,0.0013785697713712408,0.06446422584575076,130517.61557111642
32.0,12.943631589296078,39.13092855390203,11.38222589974208,11.400142604805389,56221.720789,130517.61557111642,0.00019328334389566424,3.119844581047726e-05,5.077621983860559e-05,0.0001331062159502711,317.4701285065947,60.923297288580955,55.64873675841079,359.15057184870415,0.19014690814692561,0.7908743597438228,0.15038027345261118,0.17817731998610037,0.0011535829090149894,1.6222323645969164e-06,4.769840521681289e-06,0.0011486395092772678,0.03582296664902561,0.0009620553307981214,0.009030171205983734,0.021656014906603255,0.0626175745334007,0.002172945184596764,0.008856065685700798,0.05300018985681906,130517.61557111642
10.0,14.468608828338898,36.60335495031097,11.076691518435032,11.118865091097714,59533.385223,130517.61557111642,0.0009720777495912724,0.0003151181693820997,0.00020411260820941458,0.0008165825280732525,134.23739647674165,18.77506012686058,17.855612928184556,151.5610177507638,0.5223836268662222,0.32660345078542474,0.29253829753970517,0.7665185774684695,0.0007709416049218243,9.859027562938256e-05,0.0001563396504493641,0.0008737198586091313,0.05630386026481689,0.0027794648270490843,0.0017403046750498266,0.05627508493970961,0.07826269036000372,0.0012026532044126792,0.0009620753675623622,0.07841868092421406,130517.61557111642
6.0,21.63520609694187,46.633347469893636,12.613918687526956,13.332518938897863,66318.815959,130517.61557111642,0.0006197098868502548,0.0002272146144544758,3.8940482966422826e-05,0.0010411054799245108,184.78719943066503,25.18464635844981,45.541784708306324,133.69888823993182,0.45016432266190143,0.20642792261229637,0.18359349953956583,0.4669999309586595,0.0011646159599002187,4.4180993579649545e-06,0.0005203707200212652,0.0006443064070310018,0.054958943070942366,0.0009823962930625221,0.0008590439186701229,0.05608372492527565,0.08328088875868177,0.0007020589834663832,0.006024112937344742,0.08352798294976903,130517.61557111642
60.0,30.305291769595406,54.530601948578884,13.562993648669368,14.312222837434234,66406.886905,130517.61557111642,0.0007001031414721557,0.00013638476692039104,0.0001027497696492049,0.0011335708893844016,175.36121476417657,22.326756583048905,25.09645852651593,130.27409276420664,0.6760582848246255,0.24558781543195296,0.41628344173561976,0.9703634026414252,0.0009792987309235161,0.00020451323237094012,0.00028786305976772676,0.0006516900550181835,0.05018750373189912,0.0007499060182266093,0.00422729704850458,0.04495722456009414,0.07687732688624696,0.005369067485600024,0.0022755363545842455,0.07698262442311007,130517.61557111642
34.0,13.531882062047808,36.406121514262345,14.824869652941626,12.280289391878545,67505.169715,130517.61557111642,0.0005811295682172318,0.00018751852939061415,8.233967705833297e-05,0.0005527927580214236,152.03414312787677,23.65725362752258,27.75498090101634,168.0535909916544,0.7101641109010094,0.2471708444727142,0.4909069030468967,0.08193216945139034,0.001112594371054018,4.308655664313839e-05,0.0003648217669132937,0.0011068904973044174,0.04465603019823129,0.00316679019021774,0.0024027740264276135,0.045416005400349055,0.08196685627848883,0.0012905994039009577,0.0020073499608865703,0.08321672843219992,130517.61557111642
40.0,25.824219406818763,50.60068348825973,13.768476375060148,13.384833211195645,67807.436734,130517.61557111642,0.0005687624660189738,8.068157732809102e-05,8.468288446458305e-05,0.000626724717427826,188.23499675208367,21.33719046086611,20.499854120458934,187.54156714249856,0.43865447968598303,0.08286376992269429,0.08578810209802062,0.40141219088118923,0.00114135507537404,2.062655757327069e-06,2.266147640707719e-06,0.001142179610603428,0.0426856976407642,0.0012436435611404145,0.0007713191911726119,0.042704732028296215,0.07645946143439794,0.0005127926047243103,0.0006931146977566943,0.07594533489358464,130517.61557111642
58.0,14.910625417034282,38.4843605945655,15.12320587336731,12.793536762454599,68776.89367,130517.61557111642,0.0005108294724400829,6.861484488219951e-05,8.845769195632645e-05,0.00047231602804235075,167.79342821237344,21.20675428910863,22.007276780955095,193.02500255590414,0.5276979952384301,0.0727864996596268,0.08544844619794462,0.5102742756558798,0.0011668528959798735,1.5906060540260732e-06,2.444801690667728e-06,0.0011674269855335565,0.04264336817020977,0.0019969731504063948,0.0035439904375776862,0.044897580989702576,0.08309191215415329,0.0008661112766915752,0.002650430176200383,0.08356490403215316,130517.61557111642
44.0,12.974401553618298,37.077801303693434,15.919919715164303,11.903438017851787,71268.534176,130517.61557111642,0.0003887224555165013,6.3195658206168e-05,4.985964068442958e-05,0.000359849157365006,181.96963707790894,23.91311846837479,22.353286463211987,191.22675450226296,0.08133722855749946,0.891984606907949,0.056503280321948395,0.9969600036885579,0.0011532604192216623,1.3686158453708654e-06,1.1799412013594954e-06,0.001153543007070333,0.03477184115634375,0.0007541625172388725,0.0019966730216080184,0.03501451636067842,0.08031444917346658,0.0027553809537605306,0.0016391569937266176,0.07971732829503092,130517.61557111642
46.0,36.91067908684975,63.25248779544641,14.304269984105348,14.576281162709874,72066.303682,130517.61557111642,0.00044665347993074855,4.4777471788019644e-05,4.181555810148452e-05,0.0004545337246239391,227.50160705310236,20.54264628539852,20.74724177369788,232.9149974595752,0.11644659593743564,0.12264253409628881,0.05956744616514036,0.10602555850706702,0.0011515072495568446,2.3270197004046037e-06,1.4370966082098962e-06,0.0011510478361216473,0.03761347353502032,0.0012943640947557858,0.000589615769443573,0.0372776230310175,0.07347060909303506,0.00038284083016308645,0.0004565066267748774,0.0737137397126992,130517.61557111642
20.0,14.650196835186092,39.04761636348362,15.293602191229908,13.295102179478326,74378.557843,130517.61557111642,0.0007131419537262752,0.00017497295112135704,0.0001397158733621632,0.0006908375238658846,132.64150353008472,17.948652132311224,16.542522770697204,138.6525134188292,0.7761202406005713,0.15447449001594404,0.6026123687766316,0.8973748374042174,0.0007751994002002332,1.501085770602424e-06,2.4397618152374343e-06,0.0007753615816024263,0.04778164512111994,0.004633599708987045,0.003957521685146161,0.04447470161215348,0.08361651736181377,0.0004125495179929106,0.0010897358045147687,0.08375302522954467,130517.61557111642
52.0,29.66642755982394,53.9643593916286,14.15944614863419,14.439402983747364,77618.066661,130517.61557111642,0.0006466021881385357,0.00014776277327213573,0.00010152861548180867,0.000579369975080928,156.26875779541996,18.405488526957924,18.027823108992095,170.6237517418021,0.5825014570718222,0.1212530920331567,0.1264211750717127,0.5815029971196936,0.0007624992285041708,9.358094890610453e-06,1.2494045312514204e-06,0.0007619015077425074,0.04589660929913185,0.0005609823503878661,0.000965337563297676,0.04600183071066936,0.08160054773334854,0.0020168307382635725,0.0008115707787456627,0.08050003011681725,130517.61557111642
0.0,24.05623006637646,47.39988375197431,14.458378564359355,12.972803823514765,77643.421594,130517.61557111642,0.0007616376571454971,0.00023898093639404224,0.00020537165683110988,0.00047714387798641645,145.06994587882238,30.463380473184003,20.407558942151013,199.85074132268895,0.4859721892899207,0.3818317209782812,0.25745471719939006,0.23279140671266754,0.0009052955529690941,0.00024051944004546905,0.00021592815179077157,0.0011476406489785312,0.04567918649483471,0.0009286580579595458,0.004716319069338427,0.03575709129316111,0.07900883535182077,0.004805023941601705,0.006192011205661083,0.07224781732688336,130517.61557111642
64.0,25.72434903883386,50.37102517881009,14.66586966574369,14.283465910690376,78541.552323,130517.61557111642,0.0008017759578848882,0.00016231399903977677,0.00014544070015396079,0.0008262548182751208,134.50795129289423,15.278382747338185,13.670672776103373,135.51013602230435,0.8656599612393596,0.09738325727607944,0.5989592436185647,0.07216295065112864,0.000654645238522178,7.087991517447541e-05,1.2372701418858186e-06,0.000653587117327708,0.04427450373561738,0.0013498902818767575,0.00132209082398696,0.04494703443601583,0.08176705443206767,0.0018160966138626028,0.0009207546353807716,0.081498963964466,130517.61557111642
80.0,15.369620688627093,38.11372744408701,14.46440845447175,11.015036715533032,79670.301497,130517.61557111642,0.000652982277186729,0.0001002498439336265,4.7215855537736224e-05,0.0006471370853345635,176.3958666759753,24.11728543392286,43.05579504954042,181.7846712654155,0.5156289756325884,0.1342478433646196,0.1627521108809597,0.5205015041843867,0.0017182961296584912,6.713266553643295e-06,0.0009326620141866296,0.0017210760591387325,0.04690010053530055,0.0025895451398532388,0.0010757373899281594,0.0458299951888442,0.08077909227889729,0.002456084310807405,0.005005249680062565,0.08168833525155977,130517.61557111642
62.0,27.84996952178401,52.35172500246697,15.706714877266915,13.155655532173078,80250.326708,130517.61557111642,0.0007391499638441815,0.00014271477635774974,0.00013357275621485266,0.0006020531657349638,153.80335423583432,20.613379337581478,16.781560215395075,171.0905247548564,0.2474780121195559,0.5803067515179053,0.1403005741359652,0.7506703703820882,0.0010005663812158855,0.00015920770434234787,2.602514502622567e-06,0.001160217172594922,0.04355772963165419,0.006921281703348291,0.00253302164633272,0.04269593921771172,0.08377715036198492,0.0003046340476892534,0.0002775787875739649,0.08410790926317356,130517.61557111642
4.0,25.517075589877106,49.31783601872097,13.833346696612718,14.856559316817966,80485.895903,130517.61557111642,0.0008685289888926843,0.0001877000812041679,0.00015420054920391136,0.0008650943694266042,134.74145650669345,14.033144197251659,13.216464105692978,152.27589108991464,0.3664010096339,0.48333902972617515,0.24896524253777633,0.8765101436075327,0.0007353814822670762,3.618873456631504e-06,5.386486846400127e-06,0.0007312440102979867,0.045610969989568984,0.004842561035325668,0.002805188506704352,0.050505377880445936,0.08259462981910358,0.0011611910887334292,0.0031856900390501985,0.0832806925659126,130517.61557111642
12.0,13.421643671716332,37.395150010953955,16.18342348029865,12.560139639454395,80743.768834,130517.61557111642,0.00031300763912867204,0.0001045648982448449,4.591310940898265e-05,0.0002909967798561022,177.68946393725577,23.358472899405257,23.74681808118507,182.11578606700172,0.10451504725598403,0.029172702989840274,0.02275237137107873,0.09571556172212295,0.0011512048534500201,6.767218741967219e-07,8.28300944366242e-07,0.0011514586088847854,0.008601157962591137,0.021941745903671466,0.004011737237270341,0.009217254475034999,0.07762015342663858,0.004038207074118144,0.0029846058437519585,0.07691044944521265,130517.61557111642
22.0,27.316227199950116,51.38602601706059,14.945722058459777,15.815005257243547,81425.032471,130517.61557111642,0.0007097714674702912,0.00019127756909301968,0.00012864282383537274,0.0007031125413311007,139.3585243010908,16.40768884414632,14.715141961161592,151.70387570206344,0.18213933445076544,0.6543712207422311,0.1256451481365502,0.07501220062581386,0.0006022019989945846,0.00014472511776995618,1.919178441918434e-06,0.0006021012672020416,0.044609536890140265,0.002920469664344838,0.0018333414439346205,0.04494653363604209,0.08294905469523567,0.000984148527260531,0.000802024047871247,0.08265355424097416,130517.61557111642
24.0,40.06034503537404,64.57755227595793,15.53748633025161,16.297538378729296,81590.576303,130517.61557111642,0.0006460987425622744,0.000275994769573692,0.00012993659234266947,0.0005044666089160191,166.83930770394477,26.33440869302234,17.875899000802832,168.27694134316576,0.6871090030403177,0.16188686028074395,0.3316695727337148,0.8602579678774103,0.0007022098198997916,0.0003062535872068101,0.00012464688611154803,0.0005772726677072641,0.043843936577745,0.006708967039830344,0.0007100648675975388,0.0437704390468699,0.07619898652285652,0.007541626327071949,0.0016309139213697144,0.08432060083358961,130517.61557111642
50.0,12.944333030084872,38.718520061181586,16.75107635078805,14.11562146849716,81874.725364,130517.61557111642,0.00035239497740093754,0.00013905959578589,9.574595631561654e-05,0.00036376280168255124,175.05659356792418,102.29594177387597,41.31997023263884,154.12126253560714,0.15068518647110046,0.13585051731516712,0.06554023957362844,0.07828076768367014,0.0011485469599954177,2.768247096949887e-06,0.0005724647597821357,0.0005765035078145534,0.036761423445284644,0.005132222089121792,0.0011371508769767377,0.03649005331164006,0.07962953552024046,0.004541911045425798,0.01714198270894072,0.08431329010984122,130517.61557111642
