-0.601292,0.036735
-0.579487,0.038567
-0.557682,0.03971
-0.535877,0.041286
-0.514072,0.043345
-0.492267,0.04463
-0.470462,0.046855
-0.44775,0.047776
-0.425945,0.049673
-0.40414,0.051646
-0.382335,0.053176
-0.359625,0.053176
-0.337826,0.05065
-0.318755,0.045952
-0.301504,0.04049
-0.286979,0.03499
-0.273364,0.029654
-0.260658,0.024888
-0.248861,0.020686
-0.237062,0.017531
-0.226175,0.01429
-0.215286,0.011993
-0.205307,0.0098717
-0.19442,0.0080467
-0.184439,0.0066881
-0.17446,0.005505
-0.164481,0.0045311
-0.154502,0.0036935
-0.145432,0.0030107
-0.137269,0.0024781
-0.129107,0.00202
-0.118226,0.0015084
-0.109156,0.0012296
-0.101902,0.00100225
-0.094649,0.00081697
-0.087397,0.00065309
-0.079245,0.00046004
-0.071083,0.00037499
-0.064739,0.00029977
-0.060212,0.00024199
-0.054776,0.00019534
-0.05025,0.00015465
-0.045724,0.00012243
-0.042105,9.7871e-05
-0.037578,7.8239e-05
-0.033052,6.2546e-05
0.028709,5.1985e-05
0.036899,6.3775e-05
0.041456,7.9777e-05
0.046013,9.8828e-05
0.051479,0.00012363
0.058761,0.00015166
0.066948,0.00018071
0.071506,0.00022605
0.074247,0.00028277
0.084231,0.00024916
0.088789,0.00031472
0.092438,0.00039369
0.096087,0.00049248
0.102461,0.00061008
0.116989,0.00055891
0.127878,0.00046454
0.136972,0.00053756
0.143346,0.00066593
0.147903,0.00082496
0.154276,0.00102196
0.160649,0.0012537
0.168839,0.0015381
0.179753,0.0018505
0.192483,0.0022049
0.207029,0.0026017
0.223391,0.0030107
0.241568,0.0034168
0.260652,0.0037661
0.280642,0.0040316
0.302447,0.0041917
0.324247,0.0040711
0.344228,0.0037661
0.35966,0.0032229
0.36964,0.0026528
0.376894,0.0021835
0.38142,0.0017286
0.385038,0.0013685
0.390467,0.00100225
0.393159,0.00061605
0.394041,0.00041737
0.394049,0.00046908
0.394055,0.00051704
0.394079,0.00073401
0.394897,0.00019534
0.394906,0.00022386
0.394922,0.00028277
0.394934,0.00033365
0.395756,9.4134e-05
0.395772,0.0001189
0.395788,0.00015166
0.396653,8.0558e-05
0.398494,0.00011436
0.399413,0.00013234
0.399421,0.00015019
0.399431,0.00017381
0.40035,0.0002031
0.40036,0.00023502
0.40128,0.00027732
0.401287,0.00030567
0.401293,0.00033691
0.402213,0.00039369
0.402219,0.00043394
0.40224,0.00058678
0.403139,0.00051203
0.404069,0.00070598
0.404081,0.00083303
0.404093,0.00100225
0.404107,0.0012296
0.405028,0.0014793
0.405041,0.0017799
0.407779,0.0021414
0.411429,0.002705
0.413262,0.0034168
0.416003,0.0043159
0.419653,0.0054516
0.423302,0.0068862
0.42786,0.0086984
0.432419,0.010987
0.436975,0.013611
0.442441,0.017026
0.447907,0.021092
0.45428,0.026129
0.460654,0.032368
0.466119,0.040098
0.473401,0.049673
0.479775,0.061535
0.486157,0.086513
0.498887,0.102081
0.507984,0.12402
0.517991,0.15215
0.530722,0.18305
0.546176,0.216
0.566167,0.23349
0.587969,0.23123
0.608859,0.21811
0.627931,0.20374
0.648819,0.18665
0.670617,0.17436
0.689688,0.1613
0.709669,0.15067
0.727832,0.13804
0.748721,0.12894
0.768702,0.12045
0.789592,0.11362
