i,logB,maxloglikelihood,SNR_comb_signal,SNR_comb_median,SNR_comb_global,run_time,duration,width_median,width_plus,width_minus,width_global,amplitude_median,amplitude_plus,amplitude_minus,amplitude_global,phase_median,phase_plus,phase_minus,phase_global,spacing_median,spacing_plus,spacing_minus,spacing_global,fmin_median,fmax_median,duration_median
0,43.44472441199205,70.8954113601446,16.623964757509736,16.039252982447337,16.26973872682974,23:27:57.222366,12,0.22087590989994654,0.037139302772250526,0.034929543901513815,0.22994734423895907,0.07882732806539025,0.008292660388249051,0.007444500268637591,0.07844457514648068,0.25930590818508703,0.0004292557968835764,0.00044619002799789476,0.2595594694253609,25.000660061895342,0.00044172900418359973,0.00038324659539412664,25.00041082059804,50.0,1287.5,12.0
1,41.200331199378525,71.20149993779208,16.618395308290662,15.988293099999684,15.854004699494924,"1 day, 2:22:50.916137",12,0.3572027674694216,0.027373475061574837,0.019634675127076118,0.3241142698852431,0.06296869063285618,0.004713623824226645,0.00452174697888863,0.06514848785622454,0.2602488747520434,0.0004575189234272692,0.0004686539558389491,0.25987041676872075,24.999901765219846,0.0003670588401334385,0.00040296335686562657,25.00011263372358,50.0,1287.5,12.0
2,29.117186884837118,55.85438293285835,16.584725517966827,16.261755486440524,16.81407882509222,"1 day, 1:50:07.265969",12,0.2499235444479573,0.05468327457738645,0.04504837872576953,0.25210018972297177,0.05369013010643051,0.006275698914453183,0.005907046242583321,0.055264774907963055,0.5214296146270018,0.0011395011532185917,0.0011040413765942558,0.5199895415138202,12.499747644660996,0.0002580296028682483,0.0003119027788756057,12.500001878953121,50.0,1287.5,12.0
3,45.84386628210813,71.68851357185225,16.67993082231244,16.05292265175956,15.983891088300085,"1 day, 0:32:44.011165",12,0.29598897509810057,0.051160746797042134,0.04513984113993075,0.32759481948248004,0.06914605917572636,0.007007498572857096,0.006508532413942988,0.06577676470994433,0.25945310534580884,0.0004724827857376379,0.00045680260009967055,0.2594196685889246,25.000947382090967,0.0004111079477731039,0.0004137457014437018,25.00105741154957,50.0,1287.5,12.0
4,69.74300106058836,99.65353947420881,16.583929377020166,18.00183169649223,17.87561493206775,"1 day, 2:28:57.085232",12,0.22414135981437805,0.03165249905497536,0.02998719154642196,0.21856781263126773,0.08798167583851683,0.007646355337928734,0.007424453445190257,0.08837042120185534,0.2601547561946223,0.0003675295548870028,0.00042741674565582866,0.26003997741375867,24.999944098937558,0.0004132346006855414,0.00034479527085906625,24.99995631654452,50.0,1287.5,12.0
5,2.1478337544238486,24.333892323170872,16.64429874256091,10.111215457791998,10.358724074036918,"1 day, 0:48:41.193558",12,0.26209506425952966,0.057017985761818546,0.06085786468419141,0.30747724311741004,0.056762130221516306,0.009470335343429344,0.008110205076471408,0.054177539290460666,0.5065143028569565,0.0005718037420636701,0.0005580430892008215,0.506349487827385,37.49951521434314,0.0012190755866754444,0.0011216749243061486,37.500374311777,50.0,1287.5,12.0
6,70.31067078971289,99.95220534333988,16.617640344047953,18.05603639107565,18.30897013746495,"1 day, 0:19:30.846118",12,0.30043933381265764,0.021908542189132962,0.029258104785151895,0.32484947923149776,0.07747916289598766,0.00556743670571716,0.005255027459861228,0.07568947770901596,0.2606095592810888,0.00046027742178000874,0.00045739191512977895,0.26018041273477704,24.99930775886122,0.00037904925012099966,0.0004078928099566781,24.99959774150897,50.0,1287.5,12.0
7,56.248387560388814,85.60363668390526,16.575891855307685,17.160828058968534,17.01444411628867,"1 day, 0:54:11.807684",12,0.24730056273189052,0.04040462176884177,0.03739619753914222,0.25319830130735993,0.0804022290185478,0.007769763898260812,0.007228891149479333,0.07888969197544492,0.25966529841035846,0.0005301572310794089,0.00036668569024972397,0.25965061764118336,25.000588937835307,0.00032444766280548265,0.00037627835385123376,25.000610911068048,50.0,1287.5,12.0
8,-5.812915916524887,10.69648175979864,16.595405743149,3.508890669741804,7.327527616116485,18:24:59.425808,12,0.29102367823069253,0.5976435341697767,0.18048981651183232,0.29769275075153057,0.016677173606841462,0.014774752087823029,0.011394952874968015,0.040305789024465466,0.43585395594138127,0.3981771597416461,0.2832850229133185,0.2967540212730462,29.190773977981642,10.722916373886925,15.266374445673886,39.944480538040864,50.0,1287.5,12.0
9,69.650990648523,99.40631772133996,16.6283821158814,18.162204188454094,18.184500368002,"1 day, 0:24:33.951262",12,0.2013069738711608,0.029190313045885263,0.02828004678657728,0.2030535791578052,0.09316871594339249,0.008632621649043326,0.007840657168661364,0.09287565060174408,0.2592375012071302,0.00030720296242481293,0.0003153696315308374,0.25934577580110496,25.000669037368304,0.00029708461498145766,0.00028451555654385174,25.000604181277637,50.0,1287.5,12.0
